"event_title","event_id","event_subtitle","event_type","event_desc","event_loc","date_event_start","date_event_end","exp_attendance","exp_participants","event_host","event_url","address_full","lat","lng"
"Pacific Beach Tuesday Farmers' Market","51856","","FARMERS","This farmer's market offers locally grown vegetables, fruits, flowers, eggs plus artisan food and craft vendors, providing Pacific Beach residents and visitors healthy food in a family friendly gathering place. ","Bayard Street between Grand and Garnet Avenues ","2019-09-24 14:00:00","2019-09-24 19:00:00","800","60","Discover PB","www.pacificbeachmarket.com","Bayard Street & Grand Avenue","32.79506","-117.2531"
"38th Annual Adams Avenue Street Fair (2-Day Event)","52600","","FESTIVAL","This popular festival has seven stages and 90 musical performances of rock, blues, folk, and jazz. Art, food, and craft vendors number about 300. You can also go on carnival rides and visit the beer garden. Take your time to enjoy it all ~ the event is for two full days.","Adams Avenue between 32nd St. & 35th St. ~ cross streets Bancroft St., 33rd St., Felton St., 34th St., Hawley Blvd., Mansfield St., School St. ~ Adams Avenue Park at 3491 Adams Ave","2019-09-22 10:00:00","2019-09-22 18:00:00","","","Adams Avenue Business Association ","www.adamsavenuebusiness.com","Adams Avenue & 32nd St","32.76338","-117.12497"
"Sunday Artisan Market","52106","","FARMERS","The Sunday Artisan Market provides space for local artisans, crafters, & retailers to display and sell their goods and services The market also provides a venue far local entertainers to perform and space for other community organizations to promote their activities.","5th Avenue between Market Street and J Street","2019-09-22 10:00:00","2019-09-22 15:00:00","","30","Gaslamp Quarter Association ","www.gaslamp.org","5th Avenue & Market Street ","32.711490000000005","-117.160126"
"2019 Hillcrest Farmers' Market (Sundays)","52056","","FARMERS","This farmer's market in Hillcrest offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, meat, seafood, dairy products, dry goods, prepared foods, and specialty treats. There are also art & craft items, jewelry, and clothing. Come and shop!","DMV parking lot at 3690 Normal Street ~ Normal Street between Lincoln Avenue & University Avenue, Harvey Milk between Normal and Cleveland Streets","2019-09-22 09:00:00","2019-09-22 14:00:00","4,000","400","Hillcrest Business Association","www.hillcrestfarmersmarket.com","3690 Normal Street ","32.7485285","-117.1498856"
"Old Town Artisan's Market","51688","","FARMERS","A weekend open air market offering an array of interesting art, jewelry, pottery, clothing, gift items and more by local artists. ","Harney Street between San Diego Avenue and Congress Street ","2019-09-22 09:00:00","2019-09-22 16:30:00","500","100","Old Town San Diego Chamber of Commerce ","","Harney Street & San Diego Avenue","32.75278","-117.19491"
"The Pacific Islander Festival (2-Day Event)","52496","","FESTIVAL","Island music can be heard at a colorful festival that celebrates Polynesian, Micronesian, and Melanesian culture. Traditional costumed dance performers, tantalizing foods, crafts, and displays of artifacts are there for you to enjoy. ","West Mission Bay Park - Ski Beach at 2900 Ingraham Street","2019-09-22 08:30:00","2019-09-22 16:30:00","","","The Pacific Islander Festival Association","www.pifasandiego.com","2900 Ingraham Street","32.771824","-117.23457"
"Youngevity Be the Change 5K","52427","","ATHLETIC","Exercise your power in making a difference in San Diego! Take part in the Be The Change 5K to run or walk to support local charities in our community. 100% of net proceeds will benefit three nationally-recognized charities: Make-A-Wish® San Diego, Caterina’s Club, and the Gary Sinise Foundation.","NTC Park in Liberty Station ","2019-09-21 14:30:00","2019-09-21 17:30:00","","","Youngevity International","","2455 Cushinig Road","32.7349","-117.21423"
"Hillcrest Car Show","51880","","FARMERS","Come and see classic cars displayed, talk to the owners, and get information on how to join the LGBT Classic Car Club. ","Normal Street between Harvey Milk Street and University Avenue ","2019-09-21 14:00:00","2019-09-21 18:00:00","250","20","Hillcrest Business Association","www.fabuloushillcrest.com","Normal & Harvey Milk Streets","32.7494178","-117.1494874"
"38th Annual Adams Avenue Street Fair (2-Day Event)","52599","","FESTIVAL","This popular festival has seven stages and 90 musical performances of rock, blues, folk, and jazz. Art, food, and craft vendors number about 300. You can also go on carnival rides and visit the beer garden. Take your time to enjoy it all ~ the event is for two full days.","Adams Avenue between 32nd St. & 35th St. ~ cross streets Bancroft St., 33rd St., Felton St., 34th St., Hawley Blvd., Mansfield St., School St. ~ Adams Avenue Park at 3491 Adams Ave","2019-09-21 10:00:00","2019-09-21 22:00:00","","","Adams Avenue Business Association ","www.adamsavenuebusiness.com","Adams Avenue & 32nd St","32.76338","-117.12497"
"City Heights Farmer's Market (Every Saturday)","51804","","FARMERS","This farmer's market in City Heights offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, bakery, dry goods, prepared foods, and specialty treats. There are also imported items from Latin America, East Africa, and Southwest Asia. Come and shop!","Wightman Street between 43rd Street and Fairmont Avenue ","2019-09-21 09:00:00","2019-09-21 13:00:00","500","100","San Diego County Farm Bureau ","www.sdfarmbureau.org","Wightman & 43rd Streets","32.747757","-117.102"
"Old Town Artisan's Market","51687","","FARMERS","A weekend open air market offering an array of interesting art, jewelry, pottery, clothing, gift items and more by local artists. ","Harney Street between San Diego Avenue and Congress Street ","2019-09-21 09:00:00","2019-09-21 16:30:00","500","100","Old Town San Diego Chamber of Commerce ","","Harney Street & San Diego Avenue","32.75278","-117.19491"
"Ocean Beach Town Council Craft Fair","52387","","ATHLETIC","Enjoy the OB Craft Fair put on by the OB Town Council each year leading up to the holidays. Shop from local craft vendors and enjoy the beautiful oceanfront view. The holidays are right around the corner!","Veteran's Plaza and Lawn Area at Newport Avenue and Abbott Street","2019-09-21 09:00:00","2019-09-21 16:00:00","","","Ocean Beach Town Council ","www.obtowncouncil.org","1900 Oceant Front Street","32.746202600000004","-117.2542204"
"The Pacific Islander Festival (2-Day Event)","52495","","FESTIVAL","Island music can be heard at a colorful festival that celebrates Polynesian, Micronesian, and Melanesian culture. Traditional costumed dance performers, tantalizing foods, crafts, and displays of artifacts are there for you to enjoy. ","West Mission Bay Park - Ski Beach at 2900 Ingraham Street","2019-09-21 08:30:00","2019-09-21 16:30:00","","","The Pacific Islander Festival Association","www.pifasandiego.com","2900 Ingraham Street","32.771824","-117.23457"
"The 100 Wave Challenge","52304","","ATHLETIC","Hundreds of surfers will hit the water at Mission Beach to support Boys to Men Mentoring and help boys become good men. Come watch, or sign-up and join the fun!","Beach off of San Fernando Place  ","2019-09-21 08:00:00","2019-09-21 16:00:00","300","30","Boys to Men Mentoring","","San Fernando Place & Ocean Front Walk","32.76764","-117.25257"
"The Mercato Little Italy's Farmers' Market","51752","","FARMERS","The Little Italy Mercato is a Certified Farmers' Market filled with fruits and vegetables, herbs, flowers, eggs, cheese, pastured chicken and meat from more than forty California farmers. The Mercato also offers artisan foods and specialty items of all shapes and sizes. ","W. Date St. between Front Street and its cul-de-sac west of Kettner Boulevard ","2019-09-21 08:00:00","2019-09-21 14:00:00","2,500","400","Little Italy Association of San Diego ","www.littleitalymercato.com","Date & State Streets","32.722996","-117.1665"
"Mt. Carmel Cross Country Invite","52421","","ATHLETIC","The Mt. Carmel Cross Country Invite is a high school running event. 16 races - 8 for boys and 8 for girls - are run over the famed Morley Field Cross Country course.","Cross country course of Morley Field in Balboa Park","2019-09-21 08:00:00","2019-09-21 15:30:00","","","Mt Carmel Athletic Foundation","","2221 Morley Field Drive ","32.740063","-117.142525"
"Ocean Beach Pier Pancake Breakfast","52601","","FESTIVAL","Proceeds of this community event benefit the Annual OB Toy and Food Drive, which helps over 90 local families and seniors in need. Come get a great hot breakfast, a few mimosas, and enjoy the best view in OB!","Ocean Beach Pier at 5078 Niagara Avenue","2019-09-21 07:00:00","2019-09-21 12:00:00","","","Ocean Beach Town Council","/www.obtowncouncil.org","5078 Niagara Avenue","32.746574","-117.2527"
"2019 Heart & Stroke Walk","52276","","ATHLETIC","This nationwide 5K walk encourages participants to form teams and obtain pledges for lifesaving research on heart disease and stroke. The event includes an expo and a 1-mile miracle survivor walk that celebrates success stories for heart disease and stroke victims.","Balboa Park - Laurel St. & 6th Avenue/El Prado/Pan American Rd/Presidents Way/Park Blvd./I-163N Robinson Ave./6th Ave./Balboa Drive","2019-09-21 06:30:00","2019-09-21 11:15:00","11,000","100","American Heart Association","www.sdheartwalk.org","Laurel St. & 6th Avenue ","32.731396000000004","-117.1594"
"Food Truck Fridays","52267","","FARMERS","On Friday evenings from June through September, visitors of all ages can enjoy live family friendly entertainment while eating gourmet treats from a rotating selection of more than a dozen food trucks parked on the Plaza de Panama and El Prado walkway.","Plaza de Panama and El Prado","2019-09-20 16:00:00","2019-09-20 20:30:00","","60","Parks & Recreation","www.sandiego.gov/event/food-truck-fridays","1450 El Prado","32.73144","-117.15113999999998"
"North Park Thursday Market","51543","","FARMERS","This farmer's market in North Park offers locally grown vegetables, fruits, fresh flowers, eggs, artisan products, and craft vendors providing North Park residents and visitors with healthy foods in a family oriented community gathering place.","North Park Way between Granada Avenue and 30th Street ","2019-09-19 15:00:00","2019-09-19 19:00:00","900","70","North Park Main Street ","www.northparkmarket.com","North Park Way & Granada Avenue","32.747375","-117.13188999999998"
"Ocean Beach Certified Farmer's Market (Wednesdays)","51493","","FARMERS","This farmer's market in Ocean Beach offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, flowers, meat, nuts, sauces, bakery, dry goods, prepared foods, and specialty treats. There are also gift items and craft creations. Come and shop! ","Newport Avenue between Bacon and Cable Streets ","2019-09-18 16:00:00","2019-09-18 20:00:00","1,200","125","Ocean Beach Merchant's Association","www.oceanbeachsandiego.com","Newport Avenue & Bacon Stre","32.746857","-117.25107"
"Curbside Bites Food Truck Markets - Downtown Lunch","51973","","FARMERS","Every Wednesday, a caravan of food trucks are conveniently located in Little Italy to serve lunchtime meals. Each food truck has its own menu choices. Just pick out what it is that you like and it's quickly served. ","B Street between India & Columbia Streets. ","2019-09-18 11:00:00","2019-09-18 14:00:00","300","30","Curbside Bites ","www.curbsidebites.com","B Street & India Street","32.717766","-117.16828"
"Little Italy's Wednesday Farmers Market","51442","","FARMERS","The Little Italy's Wednesday Farmers Market is a Certified Farmers' Market filled with fruits and vegetables, herbs, flowers, eggs, cheese, pastured chicken and meat from more than forty California farmers. The market also offers artisan foods and specialty items of all shapes and sizes. Expected  ","Date Street between State Street and cul-de-sac west of Kettner Blvd.","2019-09-18 09:00:00","2019-09-18 14:00:00","1,200","80","Little Italy Association of San Diego ","www.littleitalymercato.com","Date & State Streets","32.722996","-117.1665"
"Pacific Beach Tuesday Farmers' Market","51855","","FARMERS","This farmer's market offers locally grown vegetables, fruits, flowers, eggs plus artisan food and craft vendors, providing Pacific Beach residents and visitors healthy food in a family friendly gathering place. ","Bayard Street between Grand and Garnet Avenues ","2019-09-17 14:00:00","2019-09-17 19:00:00","800","60","Discover PB","www.pacificbeachmarket.com","Bayard Street & Grand Avenue","32.79506","-117.2531"
"Mexican Independence Celebration","52662","","FESTIVAL","The official “El Grito de Independencia” includes  a musical celebration and historical re-enactment of Mexico’s call for independence from Spain. The FREE family-oriented celebration includes a famous Mexican singer, as well as food vendor booths and cultural dance performances.","India Street between W. Beech and W. Cedar Streets","2019-09-15 17:00:00","2019-09-15 21:00:00","","","Mexican Consulate","","India Street & W Beech Street ","32.720905","-117.16828"
"Ponce's Mexican Restaurant 50 Year Celebration","52616","","FESTIVAL","Ponce's is celebrating 50 years of business - and throwing a party for their fans! There will be great food (of course!), specialty drinks, kids' activities, and entertainment - come and celebrate!","4050 Adams Avenue parking lot and adjacent Terrace Drive pocket park","2019-09-15 12:00:00","2019-09-15 18:00:00","","","Adams Avenue Business Association ","","4050 Adams Avenue","32.763264","-117.10784"
"Founders’ Day Old Town San Diego","52503","","FESTIVAL","Join us in Old Town to celebrate the “birthplace of San Diego” with a weekend of festivities. The weekend-long Founders’ Day Festival will feature entertainment, vendors and activities for the whole family. This event is free to the public.","San Diego Avenue, Twiggs Street, Harney Avenue, and Conde Street","2019-09-15 10:00:00","2019-09-15 18:00:00","","","Old Twon Chamber of Commerce","","San Diego Avenue and Twiggs Street","32.75335","-117.195816"
"Sunday Artisan Market","52105","","FARMERS","The Sunday Artisan Market provides space for local artisans, crafters, & retailers to display and sell their goods and services The market also provides a venue far local entertainers to perform and space for other community organizations to promote their activities.","5th Avenue between Market Street and J Street","2019-09-15 10:00:00","2019-09-15 15:00:00","","30","Gaslamp Quarter Association ","www.gaslamp.org","5th Avenue & Market Street ","32.711490000000005","-117.160126"
"2019 Hillcrest Farmers' Market (Sundays)","52055","","FARMERS","This farmer's market in Hillcrest offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, meat, seafood, dairy products, dry goods, prepared foods, and specialty treats. There are also art & craft items, jewelry, and clothing. Come and shop!","DMV parking lot at 3690 Normal Street ~ Normal Street between Lincoln Avenue & University Avenue, Harvey Milk between Normal and Cleveland Streets","2019-09-15 09:00:00","2019-09-15 14:00:00","4,000","400","Hillcrest Business Association","www.hillcrestfarmersmarket.com","3690 Normal Street ","32.7485285","-117.1498856"
"Old Town Artisan's Market","51686","","FARMERS","A weekend open air market offering an array of interesting art, jewelry, pottery, clothing, gift items and more by local artists. ","Harney Street between San Diego Avenue and Congress Street ","2019-09-15 09:00:00","2019-09-15 16:30:00","500","100","Old Town San Diego Chamber of Commerce ","","Harney Street & San Diego Avenue","32.75278","-117.19491"
"Founders’ Day Old Town San Diego","52502","","FESTIVAL","Join us in Old Town to celebrate the “birthplace of San Diego” with a weekend of festivities. The weekend-long Founders’ Day Festival will feature entertainment, vendors and activities for the whole family. This event is free to the public.","San Diego Avenue, Twiggs Street, Harney Avenue, and Conde Street","2019-09-14 10:00:00","2019-09-14 18:00:00","","","Old Twon Chamber of Commerce","","San Diego Avenue and Twiggs Street","32.75335","-117.195816"
"City Heights Farmer's Market (Every Saturday)","51803","","FARMERS","This farmer's market in City Heights offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, bakery, dry goods, prepared foods, and specialty treats. There are also imported items from Latin America, East Africa, and Southwest Asia. Come and shop!","Wightman Street between 43rd Street and Fairmont Avenue ","2019-09-14 09:00:00","2019-09-14 13:00:00","500","100","San Diego County Farm Bureau ","www.sdfarmbureau.org","Wightman & 43rd Streets","32.747757","-117.102"
"Old Town Artisan's Market","51685","","FARMERS","A weekend open air market offering an array of interesting art, jewelry, pottery, clothing, gift items and more by local artists. ","Harney Street between San Diego Avenue and Congress Street ","2019-09-14 09:00:00","2019-09-14 16:30:00","500","100","Old Town San Diego Chamber of Commerce ","","Harney Street & San Diego Avenue","32.75278","-117.19491"
"Lao Boat Racing Festival","52303","","ATHLETIC","The Lao Dragon Boat Racing Festival showcases the traditional art and sport of dragon boat racing. Competitors test their endurance as they row the fast, dragon-shaped vessels in teams. Come enjoy the races, fine food, and entertainment.","Tecolote Shores North Park in Mission Bay Park  ","2019-09-14 09:00:00","2019-09-14 16:00:00","","","Lao Community Cultural Center","","1740 East Mission Bay Drive","32.777770000000004","-117.20965"
"The Mercato Little Italy's Farmers' Market","51751","","FARMERS","The Little Italy Mercato is a Certified Farmers' Market filled with fruits and vegetables, herbs, flowers, eggs, cheese, pastured chicken and meat from more than forty California farmers. The Mercato also offers artisan foods and specialty items of all shapes and sizes. ","W. Date St. between Front Street and its cul-de-sac west of Kettner Boulevard ","2019-09-14 08:00:00","2019-09-14 14:00:00","2,500","400","Little Italy Association of San Diego ","www.littleitalymercato.com","Date & State Streets","32.722996","-117.1665"
"Sun Diego AM Slam ","52442","","ATHLETIC","Sun Diego AM Slam is back! Come and watch local surfers and skaters compete for cash prizes. It's a full family day with beach games and giveaways all day.","Mission Beach and Belmont parking lot","2019-09-14 08:00:00","2019-09-14 18:00:00","","","Koastal Kaos Productions","","3099 Ocean Front Walk","32.76981","-117.25278999999999"
"Food Truck Fridays","52266","","FARMERS","On Friday evenings from June through September, visitors of all ages can enjoy live family friendly entertainment while eating gourmet treats from a rotating selection of more than a dozen food trucks parked on the Plaza de Panama and El Prado walkway.","Plaza de Panama and El Prado","2019-09-13 16:00:00","2019-09-13 20:30:00","","60","Parks & Recreation","www.sandiego.gov/event/food-truck-fridays","1450 El Prado","32.73144","-117.15113999999998"
"USD Invite","52302","","ATHLETIC","The USD Invite is a college cross country running event that occurs at Tecolote Shores North Park. ","Tecolote Shores North Park at 1740 East Mission Bay Drive  ","2019-09-13 14:00:00","2019-09-13 19:30:00","500","50","USD","","1740 East Mission Bay Drive ","32.777770000000004","-117.20965"
"North Park Thursday Market","51542","","FARMERS","This farmer's market in North Park offers locally grown vegetables, fruits, fresh flowers, eggs, artisan products, and craft vendors providing North Park residents and visitors with healthy foods in a family oriented community gathering place.","North Park Way between Granada Avenue and 30th Street ","2019-09-12 15:00:00","2019-09-12 19:00:00","900","70","North Park Main Street ","www.northparkmarket.com","North Park Way & Granada Avenue","32.747375","-117.13188999999998"
"Ocean Beach Certified Farmer's Market (Wednesdays)","51492","","FARMERS","This farmer's market in Ocean Beach offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, flowers, meat, nuts, sauces, bakery, dry goods, prepared foods, and specialty treats. There are also gift items and craft creations. Come and shop! ","Newport Avenue between Bacon and Cable Streets ","2019-09-11 16:00:00","2019-09-11 20:00:00","1,200","125","Ocean Beach Merchant's Association","www.oceanbeachsandiego.com","Newport Avenue & Bacon Stre","32.746857","-117.25107"
"Curbside Bites Food Truck Markets - Downtown Lunch","51972","","FARMERS","Every Wednesday, a caravan of food trucks are conveniently located in Little Italy to serve lunchtime meals. Each food truck has its own menu choices. Just pick out what it is that you like and it's quickly served. ","B Street between India & Columbia Streets. ","2019-09-11 11:00:00","2019-09-11 14:00:00","300","30","Curbside Bites ","www.curbsidebites.com","B Street & India Street","32.717766","-117.16828"
"Little Italy's Wednesday Farmers Market","51441","","FARMERS","The Little Italy's Wednesday Farmers Market is a Certified Farmers' Market filled with fruits and vegetables, herbs, flowers, eggs, cheese, pastured chicken and meat from more than forty California farmers. The market also offers artisan foods and specialty items of all shapes and sizes. Expected  ","Date Street between State Street and cul-de-sac west of Kettner Blvd.","2019-09-11 09:00:00","2019-09-11 14:00:00","1,200","80","Little Italy Association of San Diego ","www.littleitalymercato.com","Date & State Streets","32.722996","-117.1665"
"Pacific Beach Tuesday Farmers' Market","51854","","FARMERS","This farmer's market offers locally grown vegetables, fruits, flowers, eggs plus artisan food and craft vendors, providing Pacific Beach residents and visitors healthy food in a family friendly gathering place. ","Bayard Street between Grand and Garnet Avenues ","2019-09-10 14:00:00","2019-09-10 19:00:00","800","60","Discover PB","www.pacificbeachmarket.com","Bayard Street & Grand Avenue","32.79506","-117.2531"
"Sunday Artisan Market","52104","","FARMERS","The Sunday Artisan Market provides space for local artisans, crafters, & retailers to display and sell their goods and services The market also provides a venue far local entertainers to perform and space for other community organizations to promote their activities.","5th Avenue between Market Street and J Street","2019-09-08 10:00:00","2019-09-08 15:00:00","","30","Gaslamp Quarter Association ","www.gaslamp.org","5th Avenue & Market Street ","32.711490000000005","-117.160126"
"2019 Hillcrest Farmers' Market (Sundays)","52054","","FARMERS","This farmer's market in Hillcrest offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, meat, seafood, dairy products, dry goods, prepared foods, and specialty treats. There are also art & craft items, jewelry, and clothing. Come and shop!","DMV parking lot at 3690 Normal Street ~ Normal Street between Lincoln Avenue & University Avenue, Harvey Milk between Normal and Cleveland Streets","2019-09-08 09:00:00","2019-09-08 14:00:00","4,000","400","Hillcrest Business Association","www.hillcrestfarmersmarket.com","3690 Normal Street ","32.7485285","-117.1498856"
"Old Town Artisan's Market","51684","","FARMERS","A weekend open air market offering an array of interesting art, jewelry, pottery, clothing, gift items and more by local artists. ","Harney Street between San Diego Avenue and Congress Street ","2019-09-08 09:00:00","2019-09-08 16:30:00","500","100","Old Town San Diego Chamber of Commerce ","","Harney Street & San Diego Avenue","32.75278","-117.19491"
"La Jolla Open Water Swim","52423","","ATHLETIC","How about a one mile swim to celebrate over 100 years of competitive swimming in La Jolla Cove? There are protected entry points, exit points, and protected waters. The event will start and finish at the cove with pre- and post-race activities at Scripps Park.  
","Scripps Park and La Jolla Cove","2019-09-08 08:00:00","2019-09-08 13:00:00","","","La Jolla Parks & Beaches","","1100 Coast Boulevard","32.850382","-117.27287140000001"
"SOSL 's Walk in Remembrance with Hope","52280","","ATHLETIC","By participating in SOSL 's Walk in Remembrance with Hope your tax-deductible donation will support and strengthen Survivors of Suicide Loss(SOSL) programs. SOSL provides suicide survivor support services, suicide awareness presentations and suicide prevention trainings in San Diego County. ","Balboa Drive and El Prado  ","2019-09-08 07:00:00","2019-09-08 10:30:00","","","Survivors of Suicide Loss","www.soslsd.org","Balboa Drive & El Prado ","32.731403","-117.15803"
"Rock the Bay San Diego Triathlon","52140","","ATHLETIC","The event is a sprint and Olympic distance triathlon race in downtown San Diego. The Sprint Course consists of a 500-meter swim, 9-mile cycle, and a 3.1-mile run. The Olympic Course consists of a 1,500-meter swim, 25-mile cycle, and a 6.2-mile run. An expo accompanies the event. ","Swim: 5th Avenue Pier location / Bike: 5th Avenue Pier - Harbor Dr. - N. Harbor Drive - Harbor Island Drive - 5th Avenue Pier / Run: 5th Avenue Pier - boardwalk - Seaport Village - Ruocco Park - North Embarcadero Park North - Embarcadero Marina Park South - 5th Avenue Pier","2019-09-08 05:30:00","2019-09-08 12:00:00","900","100","KOZ Events ","www.kozevents.com","Convention Way & Park Boulevard ","32.7042319","-117.1600008"
"Ride to the Warehouse","52399","","FESTIVAL","The ride to the Warehouse is a triennial fundraiser and empowering event which celebrates the female motorcycle riding community while raising funds and awareness for women's health issues.","Sampson Street and Logan Avenue","2019-09-07 15:00:00","2019-09-07 22:00:00","","","Cervivor Inc","","Sampson Street and Logan Avenue","32.69802","-117.13931"
"Reader Burgers and Beer 2019","52240","","FESTIVAL","Join the Reader in its search to find the best burger at the Annual Reader Burgers & Beer. Try gourmet burgers from more than 30 of the best restaurants as they compete to win the ""Best Burger"" award. This event brings together the very best burger vendors and you decide who will win!","Golden Hill Park at 2590 Golden Hill Drive  ","2019-09-07 11:00:00","2019-09-07 16:00:00","4,500","200","San Diego Reader ","www.readerburgersandbeer.com","2590 Golden Hill Drive","32.719654","-117.14026"
"Old Town Artisan's Market","51683","","FARMERS","A weekend open air market offering an array of interesting art, jewelry, pottery, clothing, gift items and more by local artists. ","Harney Street between San Diego Avenue and Congress Street ","2019-09-07 09:00:00","2019-09-07 16:30:00","500","100","Old Town San Diego Chamber of Commerce ","","Harney Street & San Diego Avenue","32.75278","-117.19491"
"City Heights Farmer's Market (Every Saturday)","51802","","FARMERS","This farmer's market in City Heights offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, bakery, dry goods, prepared foods, and specialty treats. There are also imported items from Latin America, East Africa, and Southwest Asia. Come and shop!","Wightman Street between 43rd Street and Fairmont Avenue ","2019-09-07 09:00:00","2019-09-07 13:00:00","500","100","San Diego County Farm Bureau ","www.sdfarmbureau.org","Wightman & 43rd Streets","32.747757","-117.102"
"The Mercato Little Italy's Farmers' Market","51750","","FARMERS","The Little Italy Mercato is a Certified Farmers' Market filled with fruits and vegetables, herbs, flowers, eggs, cheese, pastured chicken and meat from more than forty California farmers. The Mercato also offers artisan foods and specialty items of all shapes and sizes. ","W. Date St. between Front Street and its cul-de-sac west of Kettner Boulevard ","2019-09-07 08:00:00","2019-09-07 14:00:00","2,500","400","Little Italy Association of San Diego ","www.littleitalymercato.com","Date & State Streets","32.722996","-117.1665"
"Food Truck Fridays","52265","","FARMERS","On Friday evenings from June through September, visitors of all ages can enjoy live family friendly entertainment while eating gourmet treats from a rotating selection of more than a dozen food trucks parked on the Plaza de Panama and El Prado walkway.","Plaza de Panama and El Prado","2019-09-06 16:00:00","2019-09-06 20:30:00","","60","Parks & Recreation","www.sandiego.gov/event/food-truck-fridays","1450 El Prado","32.73144","-117.15113999999998"
"Taste at the Cove","52425","","FESTIVAL","Pampered guests can indulge in delicious tastes and toasts from the finest local restaurants while watching a tasteful fashion & lingerie show. Other highlights include music, dancing, and live & silent auctions. Proceeds benefit the San Diego Sports Medicine Foundation.","Ellen Browning Scripps Park - 1180 Coast Blvd.","2019-09-05 17:00:00","2019-09-05 22:00:00","","","San Diego Sports Medicine Foundation","www.tasteatthecove.com","1180 Coast Blvd ","32.8499811","-117.2721446"
"North Park Thursday Market","51541","","FARMERS","This farmer's market in North Park offers locally grown vegetables, fruits, fresh flowers, eggs, artisan products, and craft vendors providing North Park residents and visitors with healthy foods in a family oriented community gathering place.","North Park Way between Granada Avenue and 30th Street ","2019-09-05 15:00:00","2019-09-05 19:00:00","900","70","North Park Main Street ","www.northparkmarket.com","North Park Way & Granada Avenue","32.747375","-117.13188999999998"
"Ocean Beach Certified Farmer's Market (Wednesdays)","51491","","FARMERS","This farmer's market in Ocean Beach offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, flowers, meat, nuts, sauces, bakery, dry goods, prepared foods, and specialty treats. There are also gift items and craft creations. Come and shop! ","Newport Avenue between Bacon and Cable Streets ","2019-09-04 16:00:00","2019-09-04 20:00:00","1,200","125","Ocean Beach Merchant's Association","www.oceanbeachsandiego.com","Newport Avenue & Bacon Stre","32.746857","-117.25107"
"Curbside Bites Food Truck Markets - Downtown Lunch","51971","","FARMERS","Every Wednesday, a caravan of food trucks are conveniently located in Little Italy to serve lunchtime meals. Each food truck has its own menu choices. Just pick out what it is that you like and it's quickly served. ","B Street between India & Columbia Streets. ","2019-09-04 11:00:00","2019-09-04 14:00:00","300","30","Curbside Bites ","www.curbsidebites.com","B Street & India Street","32.717766","-117.16828"
"Little Italy's Wednesday Farmers Market","51440","","FARMERS","The Little Italy's Wednesday Farmers Market is a Certified Farmers' Market filled with fruits and vegetables, herbs, flowers, eggs, cheese, pastured chicken and meat from more than forty California farmers. The market also offers artisan foods and specialty items of all shapes and sizes. Expected  ","Date Street between State Street and cul-de-sac west of Kettner Blvd.","2019-09-04 09:00:00","2019-09-04 14:00:00","1,200","80","Little Italy Association of San Diego ","www.littleitalymercato.com","Date & State Streets","32.722996","-117.1665"
"Pacific Beach Tuesday Farmers' Market","51853","","FARMERS","This farmer's market offers locally grown vegetables, fruits, flowers, eggs plus artisan food and craft vendors, providing Pacific Beach residents and visitors healthy food in a family friendly gathering place. ","Bayard Street between Grand and Garnet Avenues ","2019-09-03 14:00:00","2019-09-03 19:00:00","800","60","Discover PB","www.pacificbeachmarket.com","Bayard Street & Grand Avenue","32.79506","-117.2531"
"Stage at Bea Evenson Fountain","52540","","CONCERTS","Stop by the fountain daily between 10 AM and 10 PM - you may be informed about museum collections or entertained with performances!","Bea Evenson Fountain in Balboa Park","2019-09-02 10:00:00","2019-09-02 17:00:00","","","Balboa Park Cultural Partnership/Parks & Rec","","1549 El Prado","32.731445","-117.14966"
"21st Annual Labor Day Stickball Tournament (3 Day)","52481","","ATHLETIC","The game of stickball is played on neighborhood streets where opposing teams use sticks to maneuver a ball to opposite sites to score for points. Come and watch the local teams battle for stickball glory! ","Columbia Street between Date St. & Beech St./ India Street between Ash St. & A St.","2019-09-02 09:00:00","2019-09-02 17:00:00","","","Little Italy Association","www.sandiegostickball.com","Columbia Street & Date Street","32.723","-117.16739"
"Reo Fest","52615","","FESTIVAL","Come and celebrate all that is Paradise Hills!
The Fest is a family friendly event with a classic car show, food trucks, fun activities for the whole family, and local entertainment! ","2300 block of Reo Drive","2019-09-01 12:00:00","2019-09-01 18:00:00","","","ProjectREO","","2300 Reo Drive","32.676594","-117.06558"
"Stage at Bea Evenson Fountain","52539","","CONCERTS","Stop by the fountain daily between 10 AM and 10 PM - you may be informed about museum collections or entertained with performances!","Bea Evenson Fountain in Balboa Park","2019-09-01 10:00:00","2019-09-01 17:00:00","","","Balboa Park Cultural Partnership/Parks & Rec","","1549 El Prado","32.731445","-117.14966"
