latitude,longitude,year,month,day,DATE,ListID,list_name,N.cleanupAttempts,total_plastic,total_plasticbags,totalFishingLine,total_takeout
32.789,-117.0462,2020,1,11,1/11/20,22,NOAA Marine Debris,9,9,1,0,3
32.7886,-117.0462,2020,1,11,1/11/20,22,NOAA Marine Debris,1,1,1,0,0
32.7887,-117.0462,2020,1,11,1/11/20,22,NOAA Marine Debris,1,5,1,0,1
32.7882,-117.0467,2020,1,11,1/11/20,22,NOAA Marine Debris,4,4,1,0,2
32.79,-117.0479,2020,1,11,1/11/20,22,NOAA Marine Debris,1,2,2,0,0
32.7495,-117.2476,2020,6,19,6/19/20,22,NOAA Marine Debris,9,174,2,0,112
32.7722,-117.2472,2014,10,19,10/19/14,22,NOAA Marine Debris,1,1,0,0,0
32.8274,-117.2484,2014,12,23,12/23/14,22,NOAA Marine Debris,1,1,0,0,0
32.7342,-117.2309,2015,10,9,10/9/15,22,NOAA Marine Debris,4,4,0,0,3
32.7507,-117.2485,2016,1,24,1/24/16,22,NOAA Marine Debris,1,2,0,0,0
32.856,-117.2589,2018,3,21,3/21/18,22,NOAA Marine Debris,1,1,0,0,0
32.8306,-117.2492,2018,9,7,9/7/18,22,NOAA Marine Debris,5,6,0,0,3
32.7968,-117.2144,2018,11,3,11/3/18,22,NOAA Marine Debris,1,1,0,0,0
32.8292,-117.2489,2018,12,11,12/11/18,22,NOAA Marine Debris,2,2,0,0,0
32.7707,-117.2482,2019,6,28,6/28/19,22,NOAA Marine Debris,5,40,0,0,28
32.7682,-117.2499,2019,6,28,6/28/19,22,NOAA Marine Debris,5,14,0,0,0
32.7859,-117.0407,2019,7,19,7/19/19,22,NOAA Marine Debris,1,6,0,0,3
32.7748,-117.2332,2019,8,3,8/3/19,22,NOAA Marine Debris,16,18,0,0,15
32.7488,-117.1674,2019,10,11,10/11/19,22,NOAA Marine Debris,4,4,0,0,3
32.7482,-117.168,2019,11,18,11/18/19,22,NOAA Marine Debris,1,1,0,0,0
32.7486,-117.1673,2019,12,13,12/13/19,22,NOAA Marine Debris,5,5,0,0,4
32.7605,-117.2509,2019,12,15,12/15/19,22,NOAA Marine Debris,1,1,0,0,0
32.8139,-117.1761,2019,9,19,9/19/19,22,NOAA Marine Debris,1,1,0,0,0
32.8326,-117.2499,2019,12,13,12/13/19,22,NOAA Marine Debris,2,2,0,0,1
32.7619,-117.2504,2019,12,15,12/15/19,22,NOAA Marine Debris,10,26,0,0,20
32.789,-117.0486,2020,1,11,1/11/20,22,NOAA Marine Debris,2,2,0,0,0
32.828,-117.2486,2014,10,22,10/22/14,22,NOAA Marine Debris,2,2,0,0,2
32.8995,-117.2042,2015,1,6,1/6/15,22,NOAA Marine Debris,3,3,0,0,3
32.9002,-117.2041,2015,2,13,2/13/15,22,NOAA Marine Debris,4,4,0,0,2
32.8263,-117.2483,2015,5,23,5/23/15,22,NOAA Marine Debris,1,4,0,0,3
32.7828,-117.2491,2015,5,27,5/27/15,22,NOAA Marine Debris,3,3,0,0,1
32.7825,-117.2492,2015,7,16,7/16/15,22,NOAA Marine Debris,2,3,0,0,3
32.8259,-117.2482,2015,8,4,8/4/15,22,NOAA Marine Debris,1,1,0,0,1
32.8277,-117.2485,2015,12,18,12/18/15,22,NOAA Marine Debris,2,2,0,0,2
32.735,-117.2172,2016,6,13,6/13/16,22,NOAA Marine Debris,1,1,0,0,1
32.771,-117.2081,2018,1,22,1/22/18,22,NOAA Marine Debris,1,1,0,0,1
32.771,-117.2082,2018,1,22,1/22/18,22,NOAA Marine Debris,1,1,0,0,1
32.7708,-117.2089,2018,1,22,1/22/18,22,NOAA Marine Debris,4,4,0,0,4
32.7724,-117.2099,2018,1,23,1/23/18,22,NOAA Marine Debris,1,1,0,0,1
32.773,-117.2099,2018,1,23,1/23/18,22,NOAA Marine Debris,4,4,0,0,4
32.7529,-117.2527,2018,3,15,3/15/18,22,NOAA Marine Debris,1,1,0,0,1
32.8759,-117.2516,2018,3,15,3/15/18,22,NOAA Marine Debris,1,1,0,0,1
32.7484,-117.1656,2018,4,13,4/13/18,22,NOAA Marine Debris,2,2,0,0,1
32.7888,-117.2174,2018,5,28,5/28/18,22,NOAA Marine Debris,3,4,0,0,4
32.7679,-117.2119,2018,9,10,9/10/18,22,NOAA Marine Debris,7,7,0,0,6
32.7482,-117.1682,2018,9,14,9/14/18,22,NOAA Marine Debris,2,2,0,0,2
32.8299,-117.2494,2018,9,14,9/14/18,22,NOAA Marine Debris,1,1,0,0,1
32.9845,-116.6782,2018,9,29,9/29/18,22,NOAA Marine Debris,8,12,0,0,9
32.9846,-116.6783,2018,9,29,9/29/18,22,NOAA Marine Debris,8,9,0,0,7
32.6962,-117.1514,2018,10,29,10/29/18,22,NOAA Marine Debris,2,2,0,0,2
32.6962,-117.1515,2018,10,29,10/29/18,22,NOAA Marine Debris,2,2,0,0,2
32.6955,-117.1534,2018,11,19,11/19/18,22,NOAA Marine Debris,1,1,0,0,1
32.696,-117.152,2018,11,20,11/20/18,22,NOAA Marine Debris,1,2,0,0,2
32.6958,-117.1532,2018,11,20,11/20/18,22,NOAA Marine Debris,1,2,0,0,2
32.7488,-117.1674,2018,12,5,12/5/18,22,NOAA Marine Debris,1,1,0,0,1
32.8293,-117.2489,2018,12,11,12/11/18,22,NOAA Marine Debris,1,1,0,0,1
32.7276,-117.1807,2019,5,16,5/16/19,22,NOAA Marine Debris,1,2,0,0,2
32.749,-117.1667,2019,5,29,5/29/19,22,NOAA Marine Debris,1,1,0,0,1
32.8306,-117.2492,2019,6,6,6/6/19,22,NOAA Marine Debris,2,2,0,0,2
32.7672,-117.2132,2019,6,15,6/15/19,22,NOAA Marine Debris,7,25,0,0,25
32.7486,-117.1666,2019,6,28,6/28/19,22,NOAA Marine Debris,2,3,0,0,3
32.7708,-117.2435,2019,6,28,6/28/19,22,NOAA Marine Debris,1,20,0,0,11
32.8297,-117.2491,2019,7,8,7/8/19,22,NOAA Marine Debris,4,6,0,0,3
32.7489,-117.1667,2019,7,24,7/24/19,22,NOAA Marine Debris,4,4,0,0,1
32.9556,-117.2423,2019,10,4,10/4/19,22,NOAA Marine Debris,2,2,0,0,2
32.9411,-115.1409,2019,12,1,12/1/19,22,NOAA Marine Debris,22,25,0,0,15
32.8301,-117.2491,2019,12,3,12/3/19,22,NOAA Marine Debris,8,8,0,0,8
32.7486,-117.1662,2019,12,13,12/13/19,22,NOAA Marine Debris,8,8,0,0,2
32.7486,-117.1671,2019,12,13,12/13/19,22,NOAA Marine Debris,6,7,0,0,6
32.7889,-117.0462,2020,1,11,1/11/20,22,NOAA Marine Debris,1,1,0,0,1
32.7873,-117.0477,2020,1,11,1/11/20,22,NOAA Marine Debris,1,2,0,0,2
32.787,-117.0475,2020,1,11,1/11/20,22,NOAA Marine Debris,2,3,0,0,3
32.787,-117.0474,2020,1,11,1/11/20,22,NOAA Marine Debris,1,1,0,0,1
32.7868,-117.0473,2020,1,11,1/11/20,22,NOAA Marine Debris,1,1,0,0,1
32.7867,-117.0472,2020,1,11,1/11/20,22,NOAA Marine Debris,2,2,0,0,1
32.7726,-117.2207,2020,8,23,8/23/20,22,NOAA Marine Debris,1,1,0,0,1
32.827,-117.2467,2014,10,30,10/30/14,22,NOAA Marine Debris,1,1,0,0,1
32.8265,-117.2472,2014,11,3,11/3/14,22,NOAA Marine Debris,1,1,0,0,1
32.7967,-117.2511,2014,11,3,11/3/14,22,NOAA Marine Debris,2,2,0,0,1
32.7966,-117.2514,2014,11,3,11/3/14,22,NOAA Marine Debris,2,2,0,0,2
32.8993,-117.2042,2015,1,6,1/6/15,22,NOAA Marine Debris,1,2,0,0,2
32.9007,-117.2041,2015,1,28,1/28/15,22,NOAA Marine Debris,4,5,0,0,2
32.7017,-114.6105,2015,5,23,5/23/15,22,NOAA Marine Debris,1,1,0,0,1
32.7827,-117.2504,2015,5,29,5/29/15,22,NOAA Marine Debris,1,1,0,0,1
32.8319,-117.2494,2015,6,11,6/11/15,22,NOAA Marine Debris,1,1,0,0,1
32.828,-117.2486,2015,6,18,6/18/15,22,NOAA Marine Debris,2,2,0,0,2
32.7828,-117.2499,2015,7,16,7/16/15,22,NOAA Marine Debris,8,11,0,0,7
32.7333,-117.2293,2015,8,17,8/17/15,22,NOAA Marine Debris,1,1,0,0,1
32.7807,-117.2223,2015,8,22,8/22/15,22,NOAA Marine Debris,4,4,0,0,1
32.7967,-117.2515,2015,11,3,11/3/15,22,NOAA Marine Debris,6,7,0,0,1
32.7506,-117.2485,2016,1,24,1/24/16,22,NOAA Marine Debris,1,17,0,0,14
32.7968,-117.2503,2016,1,27,1/27/16,22,NOAA Marine Debris,4,4,0,0,4
32.7968,-117.2504,2016,1,27,1/27/16,22,NOAA Marine Debris,3,4,0,0,1
32.7708,-117.2093,2018,1,23,1/23/18,22,NOAA Marine Debris,5,7,0,0,6
32.7709,-117.2093,2018,1,23,1/23/18,22,NOAA Marine Debris,2,3,0,0,3
32.771,-117.2094,2018,1,23,1/23/18,22,NOAA Marine Debris,3,3,0,0,3
32.7715,-117.2097,2018,1,23,1/23/18,22,NOAA Marine Debris,11,12,0,0,11
32.7713,-117.2097,2018,1,23,1/23/18,22,NOAA Marine Debris,5,6,0,0,6
32.7718,-117.2098,2018,1,23,1/23/18,22,NOAA Marine Debris,2,2,0,0,2
32.7726,-117.2098,2018,1,23,1/23/18,22,NOAA Marine Debris,2,2,0,0,2
32.7491,-117.166,2018,1,23,1/23/18,22,NOAA Marine Debris,5,6,0,0,3
32.7709,-117.2082,2018,2,6,2/6/18,22,NOAA Marine Debris,5,6,0,0,4
32.7707,-117.2091,2018,2,6,2/6/18,22,NOAA Marine Debris,1,2,0,0,2
32.7707,-117.2092,2018,2,6,2/6/18,22,NOAA Marine Debris,5,6,0,0,6
32.7708,-117.2093,2018,2,6,2/6/18,22,NOAA Marine Debris,5,11,0,0,9
32.8569,-117.2575,2018,2,8,2/8/18,22,NOAA Marine Debris,4,5,0,0,5
32.8565,-117.2578,2018,2,8,2/8/18,22,NOAA Marine Debris,1,1,0,0,1
32.7754,-117.2104,2018,3,10,3/10/18,22,NOAA Marine Debris,1,1,0,0,1
32.7745,-117.2098,2018,3,10,3/10/18,22,NOAA Marine Debris,1,1,0,0,1
32.7549,-117.1964,2018,3,11,3/11/18,22,NOAA Marine Debris,5,6,0,0,1
32.7535,-117.2529,2018,3,15,3/15/18,22,NOAA Marine Debris,1,1,0,0,1
32.7536,-117.2529,2018,3,15,3/15/18,22,NOAA Marine Debris,2,2,0,0,2
32.7522,-117.2527,2018,3,15,3/15/18,22,NOAA Marine Debris,1,1,0,0,1
32.7521,-117.2528,2018,3,15,3/15/18,22,NOAA Marine Debris,1,1,0,0,1
32.7517,-117.2528,2018,3,15,3/15/18,22,NOAA Marine Debris,1,2,0,0,1
32.7507,-117.2529,2018,3,15,3/15/18,22,NOAA Marine Debris,1,1,0,0,1
32.7499,-117.2529,2018,3,15,3/15/18,22,NOAA Marine Debris,1,1,0,0,1
32.7528,-117.2527,2018,3,21,3/21/18,22,NOAA Marine Debris,1,1,0,0,1
32.7523,-117.2527,2018,3,21,3/21/18,22,NOAA Marine Debris,1,1,0,0,1
32.7481,-117.2532,2018,3,21,3/21/18,22,NOAA Marine Debris,2,4,0,0,4
32.7485,-117.1657,2018,4,13,4/13/18,22,NOAA Marine Debris,3,4,0,0,4
32.7453,-117.089,2018,4,21,4/21/18,22,NOAA Marine Debris,2,2,0,0,1
32.814,-117.0994,2018,7,3,7/3/18,22,NOAA Marine Debris,1,1,0,0,1
32.8127,-117.0995,2018,7,3,7/3/18,22,NOAA Marine Debris,3,4,0,0,2
32.7483,-117.168,2018,7,10,7/10/18,22,NOAA Marine Debris,1,1,0,0,1
32.7495,-117.1668,2018,7,26,7/26/18,22,NOAA Marine Debris,29,55,0,0,1
32.8295,-117.2492,2018,7,27,7/27/18,22,NOAA Marine Debris,2,2,0,0,2
32.7539,-117.2524,2018,8,12,8/12/18,22,NOAA Marine Debris,2,4,0,0,3
32.7496,-117.1662,2018,8,22,8/22/18,22,NOAA Marine Debris,1,1,0,0,1
32.83,-117.2492,2018,8,23,8/23/18,22,NOAA Marine Debris,4,4,0,0,2
32.7483,-117.1681,2018,8,31,8/31/18,22,NOAA Marine Debris,5,6,0,0,3
32.7483,-117.1682,2018,8,31,8/31/18,22,NOAA Marine Debris,1,1,0,0,1
32.7678,-117.2119,2018,9,10,9/10/18,22,NOAA Marine Debris,1,1,0,0,1
32.7679,-117.212,2018,9,10,9/10/18,22,NOAA Marine Debris,1,1,0,0,1
32.7482,-117.1681,2018,9,14,9/14/18,22,NOAA Marine Debris,4,6,0,0,6
32.8126,-117.0993,2018,9,21,9/21/18,22,NOAA Marine Debris,2,2,0,0,2
32.7326,-117.2032,2018,9,23,9/23/18,22,NOAA Marine Debris,1,2,0,0,2
32.7483,-117.1681,2018,10,4,10/4/18,22,NOAA Marine Debris,1,1,0,0,1
32.7486,-117.1674,2018,10,4,10/4/18,22,NOAA Marine Debris,1,1,0,0,1
32.7486,-117.167,2018,10,9,10/9/18,22,NOAA Marine Debris,6,6,0,0,5
32.8301,-117.2491,2018,10,9,10/9/18,22,NOAA Marine Debris,2,2,0,0,1
32.7486,-117.1674,2018,10,12,10/12/18,22,NOAA Marine Debris,2,2,0,0,2
32.7487,-117.1667,2018,10,24,10/24/18,22,NOAA Marine Debris,6,7,0,0,6
32.797,-117.212,2018,11,3,11/3/18,22,NOAA Marine Debris,1,1,0,0,1
32.696,-117.1519,2018,11,20,11/20/18,22,NOAA Marine Debris,1,1,0,0,1
32.7496,-117.1671,2018,11,28,11/28/18,22,NOAA Marine Debris,1,1,0,0,1
32.7496,-117.167,2018,11,28,11/28/18,22,NOAA Marine Debris,5,6,0,0,1
32.8297,-117.2492,2018,11,28,11/28/18,22,NOAA Marine Debris,2,3,0,0,1
32.7488,-117.1667,2018,12,19,12/19/18,22,NOAA Marine Debris,4,4,0,0,3
32.7489,-117.1668,2019,1,8,1/8/19,22,NOAA Marine Debris,1,2,0,0,2
32.7486,-117.1671,2019,1,23,1/23/19,22,NOAA Marine Debris,3,3,0,0,2
33.2557,-116.7595,2019,2,24,2/24/19,22,NOAA Marine Debris,1,1,0,0,1
32.7276,-117.1808,2019,5,16,5/16/19,22,NOAA Marine Debris,1,1,0,0,1
32.8305,-117.2492,2019,6,6,6/6/19,22,NOAA Marine Debris,4,5,0,0,2
32.8299,-117.2492,2019,6,6,6/6/19,22,NOAA Marine Debris,5,5,0,0,2
32.7687,-117.2501,2019,6,28,6/28/19,22,NOAA Marine Debris,1,7,0,0,7
32.7701,-117.2451,2019,6,28,6/28/19,22,NOAA Marine Debris,3,24,0,0,12
32.8303,-117.2492,2019,9,23,9/23/19,22,NOAA Marine Debris,1,1,0,0,1
32.749,-117.1673,2019,10,11,10/11/19,22,NOAA Marine Debris,4,4,0,0,1
32.7482,-117.2532,2019,11,25,11/25/19,22,NOAA Marine Debris,1,1,0,0,1
32.7479,-117.2532,2019,11,25,11/25/19,22,NOAA Marine Debris,1,1,0,0,1
32.748,-117.2532,2019,11,25,11/25/19,22,NOAA Marine Debris,1,1,0,0,1
32.7482,-117.1676,2019,11,18,11/18/19,22,NOAA Marine Debris,1,1,0,0,1
32.941,-115.1409,2019,12,1,12/1/19,22,NOAA Marine Debris,27,28,0,0,28
32.941,-115.141,2019,12,1,12/1/19,22,NOAA Marine Debris,20,22,0,0,21
32.9411,-115.141,2019,12,1,12/1/19,22,NOAA Marine Debris,8,8,0,0,5
32.941,-115.1408,2019,12,1,12/1/19,22,NOAA Marine Debris,3,3,0,0,3
32.7486,-117.1661,2019,12,13,12/13/19,22,NOAA Marine Debris,3,3,0,0,3
32.8308,-117.2493,2019,12,13,12/13/19,22,NOAA Marine Debris,2,2,0,0,2
32.7618,-117.2503,2019,12,15,12/15/19,22,NOAA Marine Debris,5,25,0,0,19
32.796,-117.254,2015,1,5,1/5/15,22,NOAA Marine Debris,1,3,0,0,0
32.7048,-117.2,2015,5,23,5/23/15,22,NOAA Marine Debris,1,9,0,0,0
32.8275,-117.2485,2015,6,18,6/18/15,22,NOAA Marine Debris,2,2,0,0,0
32.7961,-117.2529,2015,7,8,7/8/15,22,NOAA Marine Debris,11,11,0,0,6
32.7961,-117.253,2015,7,8,7/8/15,22,NOAA Marine Debris,8,11,0,0,0
32.8318,-117.2494,2015,9,22,9/22/15,22,NOAA Marine Debris,4,5,0,0,2
32.8183,-117.0998,2017,12,21,12/21/17,22,NOAA Marine Debris,1,2,0,0,0
32.7492,-117.2531,2018,3,15,3/15/18,22,NOAA Marine Debris,1,1,0,0,0
32.7488,-117.1667,2018,9,11,9/11/18,22,NOAA Marine Debris,1,1,0,0,0
32.7486,-117.1668,2018,10,4,10/4/18,22,NOAA Marine Debris,1,1,0,0,0
32.7486,-117.1669,2019,1,23,1/23/19,22,NOAA Marine Debris,2,2,0,0,1
32.7489,-117.1667,2019,2,27,2/27/19,22,NOAA Marine Debris,5,5,0,0,2
32.7665,-117.2511,2019,6,28,6/28/19,22,NOAA Marine Debris,4,5,0,0,0
32.7482,-117.1678,2019,11,18,11/18/19,22,NOAA Marine Debris,2,2,0,0,0
32.7644,-117.2504,2020,1,10,1/10/20,22,NOAA Marine Debris,1,1,0,0,0
